Sr_no,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean_Cup,Sweetness,Cupper_Points,Moisture,Quakers,Category_One_Defects,Category_Two_Defects,altitude_mean_meters,Total_Cup_Points
531,7.5,7.58,7.67,7.67,7.58,7.58,10,10,10,7.42,0.06,0,0,2,1800,83
532,7.58,7.83,7.75,7.92,7.92,8.08,9.33,9.33,9.33,7.92,0.07,0,0,0,1775.030545,83
533,7.5,7.25,7.42,7.75,8.17,7.5,10,10,10,7.42,0,0,0,0,1775.030545,83
534,7.67,7.58,7.5,7.58,7.58,7.5,10,10,10,7.5,0,0,0,0,890,82.92
535,7.5,7.5,7.75,7.58,7.92,7.83,10,10,9.33,7.5,0,0,0,1,1350,82.92
536,7.58,7.67,7.5,7.33,7.67,7.58,10,10,10,7.58,0.11,0,0,1,1500,82.92
537,7.17,7.83,7.25,7.67,7.67,7.58,10,10,10,7.75,0.09,0,31,0,350,82.92
538,7.58,7.58,7.5,7.5,7.58,7.58,10,10,10,7.58,0,0,1,20,2000,82.92
539,7.5,7.58,7.67,7.33,7.5,7.75,10,10,10,7.58,0,0,0,9,775,82.92
540,7.58,7.58,7.67,7.58,7.5,7.5,10,10,10,7.5,0.11,0,0,1,1200,82.92
541,8.08,7.5,7.67,7.42,7.33,7.5,10,10,10,7.42,0,0,0,0,1600,82.92
542,7.83,7.67,7.25,7.58,7.5,7.5,10,10,10,7.58,0.13,0,0,3,1059,82.92
543,7.75,7.67,7.42,7.42,7.75,7.5,10,10,10,7.42,0.12,0,2,8,1300,82.92
544,7.08,7.5,7.5,7.83,7.75,7.67,10,10,10,7.58,0.11,0,0,16,11000,82.92
545,8,7.5,7.5,7.58,7.33,7.42,10,10,10,7.58,0.12,0,0,0,1650,82.92
546,7.75,7.58,7.58,7.5,7.5,7.5,10,10,10,7.5,0.12,0,0,4,1400,82.92
547,7.75,7.5,7.42,7.58,7.67,7.5,10,10,10,7.5,0.1,0,0,1,1500,82.92
548,7.67,7.83,7.42,7.5,7.33,7.5,10,10,10,7.67,0.1,0,0,2,1500,82.92
549,7.58,7.58,7.25,7.58,7.58,7.58,10,10,10,7.75,0.1,0,0,4,1775.030545,82.92
550,7.58,7.5,7.75,7.33,7.58,7.58,10,10,10,7.58,0.11,0,0,2,1900,82.92
551,7.75,7.5,7.25,7.5,7.75,7.5,10,10,10,7.67,0,0,0,0,1750,82.92
552,7.83,7.75,7.25,7.92,7.5,7.17,10,10,10,7.5,0.11,0,0,2,1706.88,82.92
553,7.83,7.67,7.42,7.42,7.5,7.58,10,10,10,7.5,0.11,0,3,5,1450,82.92
554,7.58,7.58,7.33,7.25,7.58,7.75,10,10,10,7.83,0.1,0,0,4,1248,82.92
555,7.67,7.33,7.17,7.58,8.08,7.42,10,10,10,7.67,0,0,0,17,1040,82.92
556,8,7.92,7.67,7.17,7.67,7.42,9.33,10,10,7.75,0.14,0,1,4,1400,82.92
557,7.5,7.5,7.5,7.42,7.67,7.83,10,10,10,7.5,0.1,0,0,0,1775.030545,82.92
558,7.5,7.75,7.33,7.75,7.08,7.83,10,10,10,7.67,0.15,0,0,0,1450,82.92
559,7.42,7.58,7.5,7.17,7.5,8,10,10,10,7.75,0,0,0,0,1775.030545,82.92
560,7.75,7.58,7.42,7.58,7.5,7.5,10,10,10,7.5,0.1,0,0,3,1754,82.83
561,7.5,7.58,7.33,7.67,7.58,7.58,10,10,10,7.58,0.11,1,1,2,1700,82.83
562,7.67,7.58,7.58,7.5,7.5,7.42,10,10,10,7.58,0.11,2,0,2,905,82.83
563,7.33,7.67,7.67,7.83,7.33,7.67,10,10,10,7.33,0,0,0,4,1250,82.83
564,7.83,7.92,7.75,7.83,7.75,7.75,9.33,9.33,9.33,8,0.11,0,0,0,1900,82.83
565,7.25,7.58,7.5,7.42,7.75,7.42,10,10,10,7.92,0.11,0,11,0,1040,82.83
566,7.58,7.58,7.33,7.67,7.67,7.5,10,10,10,7.5,0.11,0,0,2,1219.2,82.83
567,7.58,7.83,7.33,7.67,7.42,7.33,10,10,10,7.67,0.12,0,2,6,900,82.83
568,7.83,7.67,7.5,7.58,7.5,7.67,10,10,10,7.08,0,0,0,1,1600,82.83
569,7.42,7.58,7.25,7.5,7.75,7.75,10,10,10,7.58,0,0,0,9,1200,82.83
570,7.67,7.67,7.75,7.67,7.42,7.17,10,10,10,7.5,0.1,0,0,4,1500,82.83
571,7.5,7.42,7.58,7.5,7.58,7.58,10,10,10,7.67,0,0,4,4,1800,82.83
572,7.83,7.5,7.5,7.42,7.5,7.5,10,10,10,7.58,0.11,0,0,3,1775,82.83
573,7.67,7.5,7.33,7.25,7.58,7.75,10,10,10,7.75,0.11,0,0,5,1400,82.83
574,7.58,7.67,7.5,7.58,7.5,7.5,10,10,10,7.5,0.12,0,2,10,1550,82.83
575,7.67,7.58,7.42,7.75,7.42,7.42,10,10,10,7.58,0.12,0,0,7,1250,82.83
576,7.67,7.67,7.33,7.5,7.33,7.92,10,10,10,7.42,0.11,0,0,10,1310.64,82.83
577,7.58,7.58,7.5,7.42,7.67,7.58,10,10,10,7.5,0.11,0,0,2,1380,82.83
578,7.75,7.58,7.75,7.75,7.25,7.5,10,10,10,7.25,0,0,1,3,1200,82.83
579,7.5,7.58,7.42,7.67,7.58,7.5,10,10,10,7.5,0.1,1,0,3,1100,82.75
580,7.58,7.67,7.5,7.58,7.5,7.42,10,10,10,7.5,0.11,0,0,8,1800,82.75
581,7.5,7.67,7.17,7.67,7.67,7.58,10,10,10,7.5,0.11,0,0,4,1700,82.75
582,7.5,7.5,7.42,7.58,7.67,7.5,10,10,10,7.58,0.1,0,0,1,1219.2,82.75
583,7.42,7.58,7.42,7.67,7.5,7.5,10,10,10,7.67,0.1,0,0,1,1219.2,82.75
584,7.5,7.58,7.42,7.58,7.58,7.5,10,10,10,7.58,0.12,0,0,15,1500,82.75
585,7.58,7.58,7.33,7.58,7.33,7.67,10,10,10,7.67,0.12,0,0,0,157.8864,82.75
586,7.83,7.67,7.33,7.67,7.58,7.67,9.33,10,10,7.67,0,0,0,0,650,82.75
587,7.67,7.67,7.17,7.33,7.58,7.67,10,10,10,7.67,0,0,0,4,1250,82.75
588,7.58,7.5,7.42,7.67,7.42,7.5,10,10,10,7.67,0.09,0,0,1,1850,82.75
589,7.58,7.5,7.42,7.58,7.5,7.5,10,10,10,7.67,0.09,1,0,6,1400,82.75
590,7.5,7.5,7.58,7.5,7.58,7.58,10,10,10,7.5,0.11,2,0,1,905,82.75
591,7.67,7.5,7.33,7.33,7.67,7.67,10,10,10,7.58,0.1,0,0,0,1100,82.75
592,7.5,7.67,7.42,7.67,7.5,7.5,10,10,10,7.5,0.11,0,0,2,1500,82.75
593,7.5,7.58,7.58,7.75,7.33,7.5,10,10,10,7.5,0,0,0,2,1775,82.75
594,7.75,7.58,7.42,7.5,7.33,7.5,10,10,10,7.67,0.12,0,0,0,1442,82.75
595,7.75,7.42,7.25,7.75,7.5,7.67,10,10,10,7.42,0.13,0,0,2,1524,82.75
596,7.67,7.42,7.42,7.58,7.33,7.67,10,10,10,7.67,0.12,0,0,0,165,82.75
597,7.67,7.58,7.42,7.83,7.33,7.5,10,10,10,7.42,0.1,0,6,0,1775.030545,82.75
598,7.58,7.83,7.75,7.75,7.42,8,9.33,9.33,10,7.75,0.1,0,0,0,1775.030545,82.75
599,7.58,7.33,7.17,7.33,7.25,8.58,10,10,10,7.5,0.1,0,0,2,1300,82.75
600,7.58,7.58,7.5,7.5,7.5,7.5,10,10,10,7.58,0.12,0,0,6,1550,82.75
601,7.58,7.58,7.33,7.75,7.25,7.58,10,10,10,7.67,0.12,0,0,0,1200,82.75
602,8.08,8.17,8,8,7.83,7.92,6.67,10,10,8.08,0.12,0,1,4,1200,82.75
603,7.5,7.58,7.42,7.67,7.5,7.58,10,10,10,7.5,0,0,0,0,1625,82.75
604,7.67,7.58,7.58,7.58,7.5,7.42,10,10,10,7.42,0.11,0,0,3,1775,82.75
605,7.25,7.75,7.5,7.83,7.67,7.67,9.33,10,10,7.75,0.12,0,0,0,1775.030545,82.75
606,7.42,7.42,7.5,7.58,7.5,7.75,10,10,10,7.58,0,0,0,4,1100,82.75
607,7.75,7.67,7.5,7.83,7.17,7.42,10,10,10,7.42,0,0,0,2,1775.030545,82.75
608,7.5,7.58,7.25,7.75,7.58,7.5,10,10,10,7.5,0,0,0,4,890,82.67
609,7.5,7.58,7.5,7.67,7.5,7.42,10,10,10,7.5,0.11,2,0,3,934,82.67
610,7.67,7.67,7.42,7.42,7.42,7.5,10,10,10,7.58,0.13,0,0,0,1300,82.67
611,7.67,7.67,7.67,7.67,7.5,7.67,10,10,9.33,7.5,0,0,0,7,1200,82.67
612,7.5,7.67,7.42,7.75,7.42,7.17,10,10,10,7.75,0.11,2,0,3,1300,82.67
613,7.75,7.5,7.33,7.58,7.33,7.75,10,10,10,7.42,0,0,1,9,1775.030545,82.67
614,7.58,7.5,7.42,7.67,7.5,7.5,10,10,10,7.5,0,0,0,0,1,82.67
615,7.33,7.5,7.58,7.58,7.67,7.5,10,10,10,7.5,0.12,0,0,9,1775.030545,82.67
616,7.5,7.5,7.5,7.5,7.5,7.58,10,10,10,7.58,0.12,0,0,0,1700,82.67
617,7.58,7.5,7.5,7.58,7.33,7.58,10,10,10,7.58,0.12,0,0,4,1550,82.67
618,8,7.83,7.83,7.42,7.25,7.25,10,10,10,7.08,0.08,0,0,0,1200,82.67
619,7.67,7.58,7.42,7.5,7.42,7.5,10,10,10,7.58,0.11,0,0,0,1296,82.67
620,7.67,7.5,7.33,7.67,7.5,7.5,10,10,10,7.5,0.12,0,0,0,1650,82.67
621,7.67,7.5,7.5,7.5,7.5,7.5,10,10,10,7.5,0.11,0,0,0,1240,82.67
622,7.42,7.5,7.5,7.67,7.58,7.5,10,10,10,7.5,0.11,0,0,0,1500,82.67
623,7.75,7.58,7.67,7.25,7.58,7.42,10,10,10,7.42,0.11,0,0,3,1800,82.67
624,7.92,8,7.5,6.75,7.92,7.58,10,10,9.33,7.67,0,0,0,17,1775.030545,82.67
625,7.67,7.67,7.17,7.67,7.5,7.5,10,10,10,7.5,0.11,0,0,0,1500,82.67
626,7.83,7.33,7.83,7.33,7.58,7.83,10,10,9.33,7.58,0.12,0,0,0,1775.030545,82.67
627,7.58,7.58,7.42,7.58,7.42,7.5,10,10,10,7.58,0.11,0,0,2,1100,82.67
628,7.5,7.58,7.58,7.58,7.42,7.42,10,10,10,7.58,0.12,0,0,0,950,82.67
629,7.33,7.58,7.42,7.42,7.67,7.67,10,10,10,7.58,0.11,0,0,0,3850,82.67
630,7.83,7.67,7.5,7.67,7.5,7.58,10,10,9.33,7.58,0.03,0,2,0,1775.030545,82.67
631,7.75,7.58,7.25,7.75,7.67,7.58,10,10,10,7.08,0,0,0,1,1400,82.67
632,8.08,7.67,7.67,7.33,7.33,7.17,10,10,10,7.42,0.08,0,0,3,1800,82.67
633,7.5,7.42,7.33,7.33,7.67,7.83,10,10,10,7.58,0.21,0,0,2,1775.030545,82.67
634,7.5,7.42,7.42,7.75,7.5,7.5,10,10,10,7.5,0.1,1,0,2,1219.2,82.58
635,7.67,7.42,7.5,7.42,7.58,7.5,10,10,10,7.5,0.11,5,0,0,1050,82.58
636,7.5,7.58,7.42,7.5,7.75,7.33,10,10,10,7.5,0.11,0,0,7,1775.030545,82.58
637,7.25,7.25,7,7.08,7,7,10,10,10,10,0.11,0,0,0,200,82.58
638,7.42,7.42,7.5,7.33,7.25,7.67,10,10,10,8,0,9,1,2,1775.030545,82.58
639,7.83,7.58,7.42,7.33,7.42,7.5,10,10,10,7.5,0.13,0,0,6,1250,82.58
640,7.75,7.33,7.42,7.67,7.42,7.5,10,10,10,7.5,0.12,0,0,0,800,82.58
641,7.42,7.58,7.58,7.42,7.58,7.5,10,10,10,7.5,0.12,0,0,1,1450,82.58
642,7.75,7.42,7.33,7.5,7.58,7.5,10,10,10,7.5,0.12,0,0,1,1317,82.58
643,7.83,7.5,7.42,7.58,7.42,7.42,10,10,10,7.42,0.12,0,0,0,1650,82.58
644,7.67,7.42,7.5,7.67,7,7.75,10,10,10,7.58,0.11,0,0,3,1300,82.58
645,7.58,7.58,7.42,7.75,7.67,7.67,9.33,10,10,7.58,0,0,0,11,1775.030545,82.58
646,7.5,7.58,7.42,7.58,7.42,7.58,10,10,10,7.5,0,0,0,4,1775.030545,82.58
647,7.75,7.25,7.33,7.42,7.5,7.83,10,10,10,7.5,0.11,0,0,3,1750,82.58
648,7.75,7.5,7.75,7.25,7.33,7.58,10,10,10,7.42,0.11,0,0,3,1750,82.58
649,7.58,7.5,7.42,7.58,7.67,7.42,10,10,10,7.42,0.11,0,0,0,1750,82.58
650,7.5,7.58,7.5,7.5,7.42,7.5,10,10,10,7.58,0.1,0,0,6,1250,82.58
651,7.67,7.58,7.58,7.75,7.67,6.83,10,10,10,7.5,0.12,0,0,0,1150,82.58
652,7.33,7.42,7.58,7.42,7.67,7.5,10,10,10,7.67,0.11,0,2,2,1775,82.58
653,7.58,7.5,7.33,7.75,7.5,7.5,10,10,10,7.42,0,0,0,4,975,82.58
654,7.5,7.5,7.5,7.5,7.58,7.5,10,10,10,7.42,0.11,0,0,4,890,82.5
655,7.83,7.75,7.25,7.5,7.42,7.33,10,10,10,7.42,0.11,0,0,5,1250,82.5
656,7.58,7.58,7.33,7.5,7.5,7.5,10,10,10,7.5,0.1,0,0,4,1400,82.5
657,7.5,7.5,7.33,7.5,7.67,7.5,10,10,10,7.5,0.1,2,0,2,1219.2,82.5
658,7.5,7.83,7.5,7.75,7.33,7.42,9.33,10,10,7.83,0.12,0,0,0,800,82.5
659,7.33,7.5,7.5,7.5,7.67,7.5,10,10,10,7.5,0.11,0,0,0,1450,82.5
660,7.67,7.42,7.33,7.58,7.5,7.5,10,10,10,7.5,0.12,0,0,1,1600,82.5
661,7.75,7,7.42,7.58,7.58,7.58,10,10,10,7.58,0.12,0,0,3,1775.030545,82.5
662,7.42,7.58,7.5,7.67,7.25,7.5,10,10,10,7.58,0,0,0,1,1600,82.5
663,7.42,7.5,7.67,7.33,7.42,7.67,10,10,10,7.5,0.11,0,0,0,1260,82.5
664,7.83,7.42,7.33,7.67,7.42,7.5,10,10,10,7.33,0.12,0,0,4,1310.64,82.5
665,7.5,7.5,7.42,7.42,7.58,7.58,10,10,10,7.5,0.11,0,0,1,1750,82.5
666,7.83,7.67,7.17,7.33,7.5,7.67,10,10,10,7.33,0.11,0,0,0,1310.64,82.5
667,7.5,7.58,7.5,7.5,7.42,7.42,10,10,10,7.58,0.13,0,0,10,1679,82.5
668,7.67,7.5,7.33,7.67,7.5,7.33,10,10,10,7.5,0.12,0,0,5,1100,82.5
669,7.92,7.5,7.33,7.58,7.25,7.42,10,10,10,7.5,0.11,0,0,2,1650,82.5
670,7.67,7.33,7.33,7.33,7.5,7.83,10,10,10,7.5,0.11,0,0,5,1775.030545,82.5
671,7.67,7.42,7.33,7.67,7.5,7.5,10,10,10,7.42,0,0,0,4,1250,82.5
672,7.67,7.5,7.33,7.5,7.25,7.67,10,10,10,7.58,0.11,0,1,3,1775,82.5
673,7.33,7.42,7.33,7.75,7.42,7.67,10,10,10,7.58,0.12,0,2,3,1775.030545,82.5
674,7.75,7.58,7.67,7.67,7.58,7.58,9.33,10,10,7.33,0.01,0,1,14,1600,82.5
675,7.42,7.67,7.17,7.58,7.58,7.5,10,10,10,7.5,0.12,1,0,6,1500,82.42
676,7.58,7.5,7.33,7.75,7.33,7.5,10,10,10,7.42,0.1,1,0,2,1700,82.42
677,7.67,7.58,7.25,7.67,7.42,7.33,10,10,10,7.5,0.12,0,0,0,1700,82.42
678,7.58,7.5,7.25,7.67,7.5,7.5,10,10,10,7.42,0.12,0,0,0,157.8864,82.42
679,7.5,7.42,7.08,7.75,7.67,7.5,10,10,10,7.5,0.11,2,0,3,1775.030545,82.42
680,5.08,7.75,7.83,7.75,7.83,8.08,10,10,10,8.08,0.11,0,0,1,1600,82.42
681,7.67,7.42,7.42,7.5,7.42,7.42,10,10,10,7.58,0.1,0,0,0,1600,82.42
682,7.42,7.5,7.33,7.5,7.25,7.42,10,10,10,8,0.11,1,0,0,1775.030545,82.42
683,7.67,7.25,7.42,7.42,7.67,7.42,10,10,10,7.58,0.13,0,0,7,2285,82.42
684,7.17,7.83,7.33,7.5,7.75,7.42,10,10,10,7.42,0,0,0,0,1,82.42
685,7.5,7.5,7.5,7.67,7.42,7.5,10,10,10,7.33,0.1,0,0,0,1400,82.42
686,7.42,7.5,7.42,7.58,7.42,7.5,10,10,10,7.58,0.11,0,0,0,1296,82.42
687,7.58,7.67,7.33,7.5,7.5,7.42,10,10,10,7.42,0.12,0,0,1,1000,82.42
688,7.58,7.58,7.58,7.75,7.5,7.58,9.33,10,10,7.5,0,0,0,3,1775.030545,82.42
689,7.25,7.33,7.25,7.5,7.42,7.5,10,10,10,8.17,0,0,0,0,1260,82.42
690,7.5,7.58,7.5,7.92,7.42,7.67,9.33,10,10,7.5,0.12,0,0,0,1170,82.42
691,7.25,7.67,7.42,7.17,7.75,7.5,10,10,10,7.67,0.09,0,0,2,1775.030545,82.42
692,7.67,7.42,7.33,7.5,7.58,7.5,10,10,10,7.42,0.11,0,0,9,1775,82.42
693,7.5,7.42,7.42,7.67,7.42,7.58,10,10,10,7.42,0.12,0,0,5,1560,82.42
694,7.42,7.58,7.5,7.42,7.58,7.5,10,10,10,7.42,0.13,0,0,2,1400,82.42
695,7.42,7.58,7.33,7.58,7.5,7.5,10,10,10,7.5,0.14,0,0,9,1300,82.42
696,7.75,7.33,7.25,7.58,7.58,7.33,10,10,10,7.58,0.13,0,0,1,1170,82.42
697,7.5,7.58,7.33,7.5,7.5,7.5,10,10,10,7.5,0.11,0,0,0,1300,82.42
698,7.58,7.58,7.17,7.5,7.5,7.5,10,10,10,7.58,0.14,0,0,6,1350,82.42
699,7.58,7.33,7.33,7.58,7.5,7.5,10,10,10,7.58,0.11,0,0,0,1150,82.42
700,7.67,7.58,7.33,7.42,7.58,7.33,10,10,10,7.5,0.13,0,0,4,1250,82.42
701,7.83,7.5,7.42,7.67,7.17,7.33,10,10,10,7.5,0.12,0,0,0,1450,82.42
702,7.67,7.33,7.25,7.42,7.5,7.67,10,10,10,7.58,0,0,0,2,442,82.42
703,7.75,7.5,7.42,7.42,7.5,7.42,10,10,10,7.42,0.11,0,0,2,1775.030545,82.42
704,7.33,7.58,7.17,7.58,7.42,7.58,10,10,10,7.75,0,0,0,2,1750,82.42
705,7.58,7.25,7.42,7.25,7.58,7.83,10,10,10,7.5,0.02,0,0,1,1750,82.42
706,7.5,7.58,7.33,7.5,7.42,7.42,10,10,10,7.58,0.1,1,0,8,1396,82.33
707,7.33,7.5,7.5,7.33,7.5,7.5,10,10,10,7.67,0.11,3,0,11,982,82.33
708,7.42,7.42,7.42,7.5,7.5,7.58,10,10,10,7.5,0.11,4,0,14,1775.030545,82.33
709,7.5,7.5,7.42,7.5,7.42,7.5,10,10,10,7.5,0.11,2,0,3,934,82.33
710,7.75,7.5,7.25,7.25,7.42,7.67,10,10,10,7.5,0.1,1,6,3,1850,82.33
711,7.75,7.33,7.5,7.5,7.33,7.58,10,10,10,7.33,0,2,0,0,1550,82.33
712,7.5,7.58,7.42,7.5,7.42,7.42,10,10,10,7.5,0.12,6,0,2,1580,82.33
713,8.25,7.83,7.25,8.33,8.17,8.08,10,6.67,10,7.75,0.07,0,0,0,1268,82.33
714,7.42,7.5,7.5,7.42,7.5,7.58,10,10,10,7.42,0.11,0,0,10,1775.030545,82.33
715,7.5,7.42,7.17,7.83,7.5,7.5,10,10,10,7.42,0.1,0,0,6,1676.4,82.33
716,7.33,7.58,7.42,7.58,7.33,7.5,10,10,10,7.58,0.12,0,0,0,1450,82.33
717,7.75,8.08,7.67,8.08,8.08,8,10,10,6.67,8,0.11,0,0,0,1100,82.33
718,7.58,7.67,7.5,7.58,7.75,7.5,9.33,10,10,7.42,0.12,0,0,3,1524,82.33
719,7.33,7.58,7.42,7.5,7.5,7.5,10,10,10,7.5,0.11,0,0,0,1775.030545,82.33
720,7.42,7.33,7.5,7.17,7.08,8.33,10,10,10,7.5,0.1,0,0,2,1300,82.33
721,7.5,7.5,7.5,7.5,7.5,7.5,10,10,10,7.33,0.11,0,0,0,200,82.33
722,7.5,7.5,7.5,7.5,7.5,7.5,10,10,10,7.33,0.11,0,0,0,600,82.33
723,7.5,7.42,7.58,7.5,7.5,7.58,10,10,10,7.25,0.12,0,2,1,1310.64,82.33
724,7.5,7.42,7.5,7.5,7.5,7.58,10,10,10,7.33,0,0,0,1,1750,82.33
725,7.67,7.5,7.42,7.5,7.42,7.42,10,10,10,7.42,0.12,0,0,3,1300,82.33
726,7.92,7.58,7.25,7.75,7.92,7.58,9.33,9.33,10,7.67,0,0,0,14,1775.030545,82.33
727,7.67,7.5,7.33,7.67,7.5,7.33,10,10,10,7.33,0.11,0,0,3,1752.6,82.33
728,7.58,7.67,7.58,7.33,7,7.58,10,10,10,7.58,0.15,0,1,8,441,82.33
729,7.67,7.58,7.5,7.58,7.5,7.5,10,10,10,7,0.13,0,0,9,1170,82.33
730,7.5,7.67,7.33,7.5,7.33,7.5,10,10,10,7.5,0.1,0,2,5,1310.64,82.33
731,7.58,7.5,7.42,7.5,7.5,7.42,10,10,10,7.42,0.12,0,0,2,1100,82.33
732,8,7.75,7.33,7.33,7.08,7.67,9.33,10,10,7.83,0.11,0,0,0,1300,82.33
733,7.58,7.58,7.25,7.58,7.42,7.5,10,10,10,7.42,0.11,0,0,2,950,82.33
734,7.83,7.58,7.33,7.25,7.58,7.42,10,10,10,7.33,0,0,0,0,442,82.33
735,7.58,7.5,7.25,7.42,7.67,7.33,10,10,10,7.5,0.09,6,2,10,1100,82.25
736,7,7.08,7,7.17,7,7,10,10,10,10,0.1,0,0,0,1775.030545,82.25
737,7.67,7.5,7.25,7.67,7.42,7.42,10,10,10,7.33,0.11,2,0,2,1450,82.25
738,7.42,7.67,7.5,7.08,7.5,7.42,10,10,10,7.67,0,0,0,9,1,82.25
739,7.58,7.67,7.5,7.67,7.83,8.42,9.33,9.33,9.33,7.58,0.12,0,0,0,1500,82.25
740,7.58,7.5,7.42,7.58,7.42,7.42,10,10,10,7.33,0.11,0,0,2,1350,82.25
741,7.58,7.42,7.33,7.42,7.58,7.5,10,10,10,7.42,0.13,0,0,0,1180,82.25
742,7.75,7.58,7.42,7.42,7.33,7.33,10,10,10,7.42,0.11,0,0,0,1100,82.25
743,7.5,7.5,7.5,7.5,7.5,7.5,10,10,10,7.25,0.11,0,0,0,650,82.25
744,7.58,7.58,7.42,7.42,7.42,7.42,10,10,10,7.42,0.12,0,0,4,1338,82.25
745,7.33,7.42,7.5,7.67,7.5,7.42,10,10,10,7.42,0,0,0,1,1775.030545,82.25
746,7.58,7.58,7.5,7.17,7.42,7.42,10,10,10,7.58,0.16,0,3,8,533,82.25
747,7.5,7.5,7.33,7.58,7.67,7.33,10,10,10,7.33,0.11,0,0,2,1390.8024,82.25
748,7.5,7.58,7.42,7.67,7.33,7.42,10,10,10,7.33,0.13,0,0,3,1170,82.25
749,7.67,7.58,7.33,7.5,7.42,7.42,10,10,10,7.33,0.12,0,0,13,1250,82.25
750,7.75,7.33,7.33,7.5,7.5,7.5,10,10,10,7.33,0,0,2,5,1775.030545,82.25
751,7.33,7.58,7.42,7.67,7.33,7.5,10,10,10,7.42,0.11,0,0,0,1100,82.25
752,7.42,7.5,7.42,7.58,7.42,7.5,10,10,10,7.42,0.1,0,0,3,900,82.25
753,7.5,7.42,7.67,7.33,7.58,7.33,10,10,10,7.42,0.12,0,0,1,1750,82.25
754,7.67,7.33,7.33,7.33,7.5,7.5,10,10,10,7.58,0.11,0,0,0,1775,82.25
755,7.67,7.58,7.42,7,7.5,7.58,10,10,10,7.5,0.12,0,0,1,1775.030545,82.25
756,7.17,7.25,7.58,7.25,7.58,7.67,10,10,10,7.75,0.22,0,0,2,1775.030545,82.25
757,7.42,7.42,7.5,7.42,7.42,7.5,10,10,10,7.5,0.11,1,0,5,934,82.17
758,7.5,7.5,7.17,7.42,7.5,7.5,10,10,10,7.58,0.11,1,0,2,1500,82.17
759,7.5,7.5,7.33,7.42,7.5,7.42,10,10,10,7.5,0.1,0,0,1,1000,82.17
760,7.58,7.42,7.42,7.33,7.5,7.42,10,10,10,7.5,0.13,0,1,6,1650,82.17
761,7.42,7.42,7.42,7.5,7.5,7.33,10,10,10,7.58,0.12,0,0,1,1600,82.17
762,6.92,7.58,7.42,7.33,7.83,7.5,10,10,10,7.58,0,0,0,1,1,82.17
763,7.42,7.42,7.17,7.75,7.25,7.67,10,10,10,7.5,0.12,0,0,0,800,82.17
764,7.67,7.5,7.25,7.42,7.58,7.42,10,10,10,7.33,0.11,0,0,2,1350,82.17
765,7.42,7.42,7.5,7.5,7.42,7.5,10,10,10,7.42,0.09,0,0,4,1500,82.17
766,7.58,7.5,7.42,7.25,7.5,7.42,10,10,10,7.5,0.12,0,0,1,1775.030545,82.17
767,7.75,7.42,7.42,7.58,7.33,7.42,10,10,10,7.25,0.12,0,0,1,1700,82.17
768,7.42,7.33,7.17,7.42,7.33,8.17,10,10,10,7.33,0.12,0,0,0,1100,82.17
769,7.5,7.5,7.33,7.42,7.5,7.42,10,10,10,7.5,0.1,0,1,1,1400,82.17
770,7.5,7.5,7.5,7.5,7.5,7.5,10,10,10,7.17,0.11,0,0,0,1200,82.17
771,7.67,7.5,7.5,7.17,7.17,7.58,10,10,10,7.58,0,0,0,0,800,82.17
772,7.33,7.25,7.25,7.58,7.75,7.5,10,10,10,7.5,0,0,0,1,1750,82.17
773,7.5,7.67,7,7.5,7.33,7.5,10,10,10,7.67,0.15,0,1,9,1144,82.17
774,7.25,7.75,7,7.75,8.17,7.75,10,10,9.33,7.17,0.12,0,0,2,1350,82.17
775,7.5,7.58,7.25,7.5,7.5,7.33,10,10,10,7.5,0.12,0,0,4,1000,82.17
776,7,7.67,7.5,7.5,7.42,7.5,10,10,10,7.58,0.1,0,0,1,1200,82.17
777,7.58,7.67,7.42,7.17,7.17,7.75,10,10,10,7.42,0.08,0,0,0,1800,82.17
778,7.5,7.5,7.42,7.42,7.5,7.42,10,10,10,7.33,0.15,0,0,3,1300,82.08
779,7.75,7.58,7.42,7.67,7.83,7.58,9.33,9.33,10,7.58,0,7,0,6,1775.030545,82.08
780,7.42,7.58,7.42,7.5,7.42,7.25,10,10,10,7.5,0.11,1,0,3,894,82.08
781,7.25,7.25,7.58,7.58,7.25,7.92,10,10,10,7.25,0,0,0,1,1,82.08
782,7.75,7.42,7.42,7.25,7.17,7.42,10,10,10,7.67,0,0,0,0,1300,82.08
783,7.42,7.33,7.42,7.42,7.5,7.58,10,10,10,7.42,0.12,0,0,5,1500,82.08
784,7.42,7.5,7.5,7.33,7.33,7.5,10,10,10,7.5,0.12,0,0,3,1600,82.08
785,7.5,7.42,7.42,7.42,7.67,7.42,10,10,10,7.25,0.11,0,1,0,1775.030545,82.08
786,7.58,7.33,7.33,7.33,7.5,7.67,10,10,10,7.33,0.11,0,0,2,13,82.08
787,7.25,7.58,7.58,7.25,7.5,7.42,10,10,10,7.5,0.11,0,0,0,1775.030545,82.08
788,7.42,7.58,7.5,7.33,7.42,7.42,10,10,10,7.42,0.13,0,0,7,1300,82.08
789,7.5,7.42,7.42,7.5,7.25,7.5,10,10,10,7.5,0.13,0,3,13,1800,82.08
790,7.67,7.5,7.25,7.58,7.42,7.33,10,10,10,7.33,0.11,0,0,11,1250,82.08
791,7.67,8,7.17,7.08,7.67,7.08,10,10,10,7.42,0.12,0,0,2,1040,82.08
